mes_aplicacion	semilla_undersampling	semilla_public	ganancia_public_inalcanzable	probabilidad_corte	ganancia_public	ganancia_private	ganancia_completa	
201912	102191	546613	16875000	0.17	16642500	14928750	15271500	
201912	102191	493123	16203750	0.1	15922500	15461250	15553500	
201912	102191	618841	17152500	0.18	17152500	14646562	15147750	
201912	102191	289031	15798750	0.14	15798750	15528750	15582750	
201912	102191	627091	16511250	0.11	16511250	15499688	15702000	
201912	102191	990719	15975000	0.15	15127500	15574688	15485250	
201912	102191	461921	17122500	0.17	16537500	14955000	15271500	
201912	102191	216803	15037500	0.14	14917500	15749062	15582750	
201912	102191	615101	16833750	0.17	16833750	14880938	15271500	
201912	102191	482117	15315000	0.12	15217500	15743438	15638250	
201912	102191	358243	16106250	0.19	15675000	14773125	14953500	
201912	102191	981983	15558750	0.17	15393750	15240938	15271500	
201912	102191	712883	15997500	0.16	15866250	15117188	15267000	
201912	102191	213173	16260000	0.14	16260000	15413438	15582750	
201912	102191	400249	17010000	0.17	16293750	15015938	15271500	
201912	102191	953501	18142500	0.15	18142500	14820938	15485250	
201912	102191	624203	15592500	0.14	15108750	15701250	15582750	
201912	102191	656273	15596250	0.14	15596250	15579375	15582750	
201911	102191	904147	13312500	0.13	13143750	12434062	12576000	
201911	102191	976091	13751250	0.17	12487500	12332812	12363750	
201911	102191	910661	13545000	0.12	13545000	12623438	12807750	
201911	102191	242197	13863750	0.15	12873750	12275625	12395250	
201911	102191	847519	13087500	0.09	13087500	13200000	13177500	
201911	102191	226099	12322500	0.09	12322500	13391250	13177500	
201911	102191	699493	13687500	0.17	13331250	12121875	12363750	
201911	102191	275339	11688750	0.05	11460000	12645000	12408000	
201911	102191	751423	13533750	0.18	12652500	12058125	12177000	
201911	102191	844523	12626250	0.12	12566250	12868125	12807750	
201911	102191	577531	13567500	0.25	11448750	10771875	10907250	
201911	102191	955139	13342500	0.08	12877500	13057500	13021500	
201911	102191	929311	14385000	0.15	12926250	12262500	12395250	
201911	102191	923441	12952500	0.09	12952500	13233750	13177500	
201911	102191	372847	13578750	0.16	12851250	12355312	12454500	
201911	102191	778187	14576250	0.07	14448750	12656250	13014750	
201911	102191	102913	13230000	0.18	12052500	12208125	12177000	
201911	102191	923179	12705000	0.09	12562500	13331250	13177500	
201911	102191	356929	11486250	0.08	11231250	13469062	13021500	
201911	102191	488617	11715000	0.16	11527500	12686250	12454500	
201911	102191	579869	13083750	0.1	12855000	13090312	13043250	
201911	102191	869299	14073750	0.16	13766250	12126562	12454500	
201911	102191	702469	13867500	0.14	12465000	12523125	12511500	
201911	102191	877367	14381250	0.16	13522500	12187500	12454500	
201911	102191	737281	12652500	0.07	12517500	13139062	13014750	
201911	102191	659473	13248750	0.13	12360000	12630000	12576000	
201911	102191	370399	14880000	0.08	14115000	12748125	13021500	
201911	102191	561529	12588750	0.15	11433750	12635625	12395250	
201911	102191	813199	12333750	0.21	11028750	11754375	11609250	
201911	102191	128969	12551250	0.12	12551250	12871875	12807750	
201911	102191	242377	12581250	0.13	11857500	12755625	12576000	
